icao,site,observed_utc,observed_local,flight_category,temp_c,dewpoint_c,wind_dir_deg,wind_kts,gust_kts,vis_sm,altimeter_hpa,raw_text,fetched_at_utc,fetched_at_local,site_name,site_lat,site_lon,country,region
KSAV,"Savannah Intl, GA, US",2025-10-03T18:53:00Z,2025-10-03 14:53:00,VFR,27.8,16.7,70,12,18,NA,1022.1,METAR KSAV 031853Z 07012G18KT 10SM SCT045 BKN250 28/17 A3018 RMK AO2 SLP219 T02780167,2025-10-03T18:59:04Z,2025-10-03T14:59:04Z,Savannah Hilton Head International Airport,32.127602,-81.202103,US,US-GA
KSAW,"Marquette/Sawyer Intl, MI, US",2025-10-03T17:46:00Z,2025-10-03 13:46:00,VFR,25,17,60,7,0,NA,1020.1,METAR KSAW 031746Z 06007KT 10SM BKN090 25/17 A3012,2025-10-03T18:06:18Z,2025-10-03T14:06:18Z,Marquette/Sawyer International Airport,46.3536,-87.395401,US,US-MI
KSAW,"Marquette/Sawyer Intl, MI, US",2025-10-03T18:45:00Z,2025-10-03 14:45:00,VFR,25,17,40,10,0,NA,1019.4,METAR KSAW 031845Z 04010KT 10SM CLR 25/17 A3010 RMK LTG DSNT N,2025-10-03T18:47:41Z,2025-10-03T14:47:41Z,Marquette/Sawyer International Airport,46.3536,-87.395401,US,US-MI
KSAZ,"Staples Muni, MN, US",2025-10-03T17:55:00Z,2025-10-03 17:55:00,VFR,27,15,150,8,0,NA,1017.7,METAR KSAZ 031755Z AUTO 15008KT 10SM CLR 27/15 A3005 RMK AO2,2025-10-03T18:06:18Z,2025-10-03T14:06:18Z,Staples Municipal Airport,46.380901,-94.806602,US,US-MN
KSAZ,"Staples Muni, MN, US",2025-10-03T18:15:00Z,2025-10-03 18:15:00,VFR,28,15,120,6,0,NA,1017,METAR KSAZ 031815Z AUTO 12006KT 10SM CLR 28/15 A3003 RMK AO2,2025-10-03T18:22:28Z,2025-10-03T14:22:28Z,Staples Municipal Airport,46.380901,-94.806602,US,US-MN
KSAZ,"Staples Muni, MN, US",2025-10-03T18:35:00Z,2025-10-03 18:35:00,VFR,28,15,140,7,0,NA,1016.7,METAR KSAZ 031835Z AUTO 14007KT 10SM CLR 28/15 A3002 RMK AO2,2025-10-03T18:47:41Z,2025-10-03T14:47:41Z,Staples Municipal Airport,46.380901,-94.806602,US,US-MN
KSAZ,"Staples Muni, MN, US",2025-10-03T18:55:00Z,2025-10-03 18:55:00,VFR,28,15,130,8,0,NA,1016.3,METAR KSAZ 031855Z AUTO 13008KT 10SM CLR 28/15 A3001 RMK AO2,2025-10-03T18:59:04Z,2025-10-03T14:59:04Z,Staples Municipal Airport,46.380901,-94.806602,US,US-MN
KSBA,"Santa Barbara Muni, CA, US",2025-10-03T17:53:00Z,2025-10-03 10:53:00,VFR,25,8.9,VAR,5,0,NA,1015.3,METAR KSBA 031753Z VRB05KT 10SM CLR 25/09 A2998 RMK AO2 SLP152 T02500089 10250 20133 58002 $,2025-10-03T18:06:18Z,2025-10-03T14:06:18Z,Santa Barbara Municipal Airport,34.426201,-119.839996,US,US-CA
KSBA,"Santa Barbara Muni, CA, US",2025-10-03T18:53:00Z,2025-10-03 11:53:00,VFR,25,12.2,270,12,0,NA,1015,METAR KSBA 031853Z 27012KT 10SM CLR 25/12 A2997 RMK AO2 WSHFT 1800 SLP148 T02500122 $,2025-10-03T18:59:04Z,2025-10-03T14:59:04Z,Santa Barbara Municipal Airport,34.426201,-119.839996,US,US-CA
KSBD,"San Bernardino Intl, CA, US",2025-10-03T17:51:00Z,2025-10-03 10:51:00,VFR,22,11,250,3,0,7,1017,METAR KSBD 031751Z 25003KT 7SM BKN049 BKN060 22/11 A3003,2025-10-03T18:06:18Z,2025-10-03T14:06:18Z,San Bernardino International Airport,34.095402,-117.235001,US,US-CA
KSBD,"San Bernardino Intl, CA, US",2025-10-03T18:52:00Z,2025-10-03 11:52:00,VFR,22,11,240,3,0,7,1016.3,METAR KSBD 031852Z 24003KT 7SM BKN043 BKN060 22/11 A3001,2025-10-03T18:59:04Z,2025-10-03T14:59:04Z,San Bernardino International Airport,34.095402,-117.235001,US,US-CA
KSBM,"Sheboygan Cnty Mem, WI, US",2025-10-03T17:53:00Z,2025-10-03 12:53:00,VFR,30.6,13.9,230,10,0,NA,1020.7,METAR KSBM 031753Z AUTO 23010KT 10SM CLR 31/14 A3014 RMK AO2 SLP203 T03060139 10306 20144 58012,2025-10-03T18:06:18Z,2025-10-03T14:06:18Z,Sheboygan County Memorial Airport,43.76959991,-87.85140228,US,US-WI
KSBM,"Sheboygan Cnty Mem, WI, US",2025-10-03T18:53:00Z,2025-10-03 13:53:00,VFR,30.6,14.4,250,7,0,NA,1020.1,METAR KSBM 031853Z AUTO 25007KT 10SM CLR 31/14 A3012 RMK AO2 SLP195 T03060144,2025-10-03T18:59:04Z,2025-10-03T14:59:04Z,Sheboygan County Memorial Airport,43.76959991,-87.85140228,US,US-WI
KSBN,"South Bend Rgnl, IN, US",2025-10-03T17:54:00Z,2025-10-03 13:54:00,VFR,30,16.1,190,5,0,NA,1023.1,METAR KSBN 031754Z 19005KT 10SM CLR 30/16 A3021 RMK AO2 SLP225 T03000161 10300 20122 58015,2025-10-03T18:06:18Z,2025-10-03T14:06:18Z,South Bend Regional Airport,41.708698,-86.317299,US,US-IN
KSBN,"South Bend Rgnl, IN, US",2025-10-03T18:54:00Z,2025-10-03 14:54:00,VFR,30,15,VAR,NA,0,NA,1022.4,METAR KSBN 031854Z 10SM FEW060 30/15 A3019 RMK AO2 SLP217 T03000150,2025-10-03T18:59:04Z,2025-10-03T14:59:04Z,South Bend Regional Airport,41.708698,-86.317299,US,US-IN
KSBO,"Swainsboro/E Georgia Rgnl, GA, US",2025-10-03T17:55:00Z,2025-10-03 17:55:00,VFR,26,11,50,10,14,NA,1024.5,METAR KSBO 031755Z AUTO 05010G14KT 020V080 10SM CLR 26/11 A3025 RMK AO2,2025-10-03T18:06:18Z,2025-10-03T14:06:18Z,Emanuel County Airport,32.6091,-82.369904,US,US-GA
KSBO,"Swainsboro/E Georgia Rgnl, GA, US",2025-10-03T18:15:00Z,2025-10-03 18:15:00,VFR,26,11,30,6,0,NA,1024.1,METAR KSBO 031815Z AUTO 03006KT 360V080 10SM CLR 26/11 A3024 RMK AO2,2025-10-03T18:22:28Z,2025-10-03T14:22:28Z,Emanuel County Airport,32.6091,-82.369904,US,US-GA
KSBO,"Swainsboro/E Georgia Rgnl, GA, US",2025-10-03T18:35:00Z,2025-10-03 18:35:00,VFR,26,11,60,5,9,NA,1023.8,METAR KSBO 031835Z AUTO 06005G09KT 10SM CLR 26/11 A3023 RMK AO2,2025-10-03T18:47:41Z,2025-10-03T14:47:41Z,Emanuel County Airport,32.6091,-82.369904,US,US-GA
KSBO,"Swainsboro/E Georgia Rgnl, GA, US",2025-10-03T18:55:00Z,2025-10-03 18:55:00,VFR,26,11,60,6,0,NA,1023.5,METAR KSBO 031855Z AUTO 06006KT 10SM CLR 26/11 A3022 RMK AO2,2025-10-03T18:59:04Z,2025-10-03T14:59:04Z,Emanuel County Airport,32.6091,-82.369904,US,US-GA
KSBP,"San Luis Obispo/San Luis Cnty, CA, US",2025-10-03T18:03:00Z,2025-10-03 11:03:00,VFR,20,11.1,VAR,6,0,NA,1018,SPECI KSBP 031803Z VRB06KT 10SM SCT032 20/11 A3006 RMK AO2 T02000111,2025-10-03T18:06:18Z,2025-10-03T14:06:18Z,San Luis County Regional Airport,35.236801147499996,-120.641998291,US,US-CA
KSBS,"Steamboat Springs/Adams Fld, CO, US",2025-10-03T17:55:00Z,2025-10-03 11:55:00,VFR,22.2,0.2,0,0,0,NA,1022.8,METAR KSBS 031755Z AUTO 00000KT 10SM CLR 22/00 A3020 RMK AO1 T02220002 10225 20025,2025-10-03T18:06:18Z,2025-10-03T14:06:18Z,Steamboat Springs Bob Adams Field,40.5163002,-106.8659973,US,US-CO
KSBS,"Steamboat Springs/Adams Fld, CO, US",2025-10-03T18:15:00Z,2025-10-03 12:15:00,VFR,22.4,-0.2,230,7,0,NA,1022.4,METAR KSBS 031815Z AUTO 23007KT 10SM CLR 22/00 A3019 RMK AO1 T02241002,2025-10-03T18:22:28Z,2025-10-03T14:22:28Z,Steamboat Springs Bob Adams Field,40.5163002,-106.8659973,US,US-CO
KSBS,"Steamboat Springs/Adams Fld, CO, US",2025-10-03T18:35:00Z,2025-10-03 12:35:00,VFR,23.5,-0.7,240,8,14,NA,1022.1,METAR KSBS 031835Z AUTO 24008G14KT 210V270 10SM CLR 24/M01 A3018 RMK AO1 T02351007,2025-10-03T18:47:41Z,2025-10-03T14:47:41Z,Steamboat Springs Bob Adams Field,40.5163002,-106.8659973,US,US-CO
KSBS,"Steamboat Springs/Adams Fld, CO, US",2025-10-03T18:55:00Z,2025-10-03 12:55:00,VFR,23.6,-1.5,220,8,0,NA,1021.8,METAR KSBS 031855Z AUTO 22008KT 180V240 10SM CLR 24/M01 A3017 RMK AO1 T02361015,2025-10-03T18:59:04Z,2025-10-03T14:59:04Z,Steamboat Springs Bob Adams Field,40.5163002,-106.8659973,US,US-CO
KSBX,"Shelby/Toole Cnty Arpt, MT, US",2025-10-03T17:55:00Z,2025-10-03 11:55:00,VFR,14,7,0,0,0,NA,1015.3,METAR KSBX 031755Z AUTO 00000KT 10SM BKN100 14/07 A2998 RMK AO2,2025-10-03T18:06:18Z,2025-10-03T14:06:18Z,Shelby Airport,48.5406990051,-111.871002197,US,US-MT
KSBX,"Shelby/Toole Cnty Arpt, MT, US",2025-10-03T18:30:00Z,2025-10-03 12:30:00,VFR,14,7,0,0,0,NA,1015.3,METAR KSBX 031830Z AUTO 00000KT 10SM OVC100 14/07 A2998 RMK AO2,2025-10-03T18:47:41Z,2025-10-03T14:47:41Z,Shelby Airport,48.5406990051,-111.871002197,US,US-MT
KSBY,"Salisbury/Ocean City, MD, US",2025-10-03T17:54:00Z,2025-10-03 13:54:00,VFR,21.1,9.4,VAR,4,0,NA,1027.5,METAR KSBY 031754Z VRB04KT 10SM CLR 21/09 A3034 RMK AO2 SLP275 T02110094 10211 20083 58025,2025-10-03T18:06:18Z,2025-10-03T14:06:18Z,Salisbury Ocean City Wicomico Regional Airport,38.34049987792969,-75.51029968261719,US,US-MD
KSBY,"Salisbury/Ocean City, MD, US",2025-10-03T18:54:00Z,2025-10-03 14:54:00,VFR,21.7,8.9,VAR,3,0,NA,1026.8,METAR KSBY 031854Z VRB03KT 10SM CLR 22/09 A3032 RMK AO2 SLP268 T02170089,2025-10-03T18:59:04Z,2025-10-03T14:59:04Z,Salisbury Ocean City Wicomico Regional Airport,38.34049987792969,-75.51029968261719,US,US-MD
KSCD,"Sylacauga Muni, AL, US",2025-10-03T17:55:00Z,2025-10-03 17:55:00,NA,25.3,13.7,80,5,0,NA,1024.5,METAR KSCD 031755Z AUTO 08005KT SCT070 BKN090 BKN110 25/14 A3025 RMK AO2 T02530137 10266 20175 PWINO,2025-10-03T18:06:18Z,2025-10-03T14:06:18Z,Merkel Field Sylacauga Municipal Airport,33.171799,-86.305496,US,US-AL
KSCD,"Sylacauga Muni, AL, US",2025-10-03T18:15:00Z,2025-10-03 18:15:00,NA,25.2,13.6,60,7,0,NA,1024.1,METAR KSCD 031815Z AUTO 06007KT SCT090 BKN110 25/14 A3024 RMK AO2 T02520136 PWINO,2025-10-03T18:22:28Z,2025-10-03T14:22:28Z,Merkel Field Sylacauga Municipal Airport,33.171799,-86.305496,US,US-AL
KSCD,"Sylacauga Muni, AL, US",2025-10-03T18:35:00Z,2025-10-03 18:35:00,NA,26,13.7,90,5,0,NA,1023.8,METAR KSCD 031835Z AUTO 09005KT SCT100 26/14 A3023 RMK AO2 T02600137 PWINO,2025-10-03T18:47:41Z,2025-10-03T14:47:41Z,Merkel Field Sylacauga Municipal Airport,33.171799,-86.305496,US,US-AL
KSCD,"Sylacauga Muni, AL, US",2025-10-03T18:55:00Z,2025-10-03 18:55:00,NA,25.9,13.9,70,7,0,NA,1023.5,METAR KSCD 031855Z AUTO 07007KT BKN100 26/14 A3022 RMK AO2 T02590139 PWINO,2025-10-03T18:59:04Z,2025-10-03T14:59:04Z,Merkel Field Sylacauga Municipal Airport,33.171799,-86.305496,US,US-AL
KSCH,"Schenectady Cnty, NY, US",2025-10-03T16:51:00Z,2025-10-03 12:51:00,VFR,21,8,180,5,0,NA,1026.2,METAR KSCH 031651Z 18005KT 10SM CLR 21/08 A3030,2025-10-03T18:06:18Z,2025-10-03T14:06:18Z,Schenectady County Airport,42.852500915527,-73.928901672363,US,US-NY
KSCH,"Schenectady Cnty, NY, US",2025-10-03T18:51:00Z,2025-10-03 14:51:00,VFR,24,9,0,0,0,NA,1024.1,METAR KSCH 031851Z 00000KT 10SM CLR 24/09 A3024,2025-10-03T18:59:04Z,2025-10-03T14:59:04Z,Schenectady County Airport,42.852500915527,-73.928901672363,US,US-NY
KSCK,"Stockton Metro, CA, US",2025-10-03T17:55:00Z,2025-10-03 10:55:00,VFR,19.4,12.2,240,5,0,NA,1018,METAR KSCK 031755Z 24005KT 10SM BKN034 19/12 A3006 RMK AO2 SLP177 T01940122 10206 20139 53006,2025-10-03T18:06:18Z,2025-10-03T14:06:18Z,Stockton Metropolitan Airport,37.893279,-121.238079,US,US-CA
KSCK,"Stockton Metro, CA, US",2025-10-03T18:55:00Z,2025-10-03 11:55:00,VFR,20,12.2,290,6,0,NA,1018,METAR KSCK 031855Z 29006KT 10SM SCT033 BKN043 20/12 A3006 RMK AO2 SLP177 T02000122,2025-10-03T18:59:04Z,2025-10-03T14:59:04Z,Stockton Metropolitan Airport,37.893279,-121.238079,US,US-CA
KSCX,"Oneida/Scott Muni, TN, US",2025-10-03T17:55:00Z,2025-10-03 17:55:00,VFR,24,14,0,0,0,NA,1026.5,METAR KSCX 031755Z AUTO 00000KT 10SM CLR 24/14 A3031 RMK A01,2025-10-03T18:06:18Z,2025-10-03T14:06:18Z,Scott Municipal Airport,36.455505,-84.586008,US,US-TN
KSCX,"Oneida/Scott Muni, TN, US",2025-10-03T18:35:00Z,2025-10-03 18:35:00,VFR,24,14,VAR,4,0,NA,1025.8,METAR KSCX 031835Z AUTO VRB04KT 10SM FEW040 24/14 A3029 RMK A01,2025-10-03T18:47:41Z,2025-10-03T14:47:41Z,Scott Municipal Airport,36.455505,-84.586008,US,US-TN
KSDA,"Shenandoah Muni, IA, US",2025-10-03T17:55:00Z,2025-10-03 17:55:00,VFR,31,16,180,9,0,NA,1019.7,METAR KSDA 031755Z AUTO 18009KT 10SM CLR 31/16 A3011 RMK AO2,2025-10-03T18:06:18Z,2025-10-03T14:06:18Z,Shenandoah Municipal Airport,40.7515983581543,-95.4136962890625,US,US-IA
KSDA,"Shenandoah Muni, IA, US",2025-10-03T18:15:00Z,2025-10-03 18:15:00,VFR,31,15,190,9,17,NA,1019.4,METAR KSDA 031815Z AUTO 19009G17KT 10SM CLR 31/15 A3010 RMK AO2,2025-10-03T18:22:28Z,2025-10-03T14:22:28Z,Shenandoah Municipal Airport,40.7515983581543,-95.4136962890625,US,US-IA
KSDA,"Shenandoah Muni, IA, US",2025-10-03T18:35:00Z,2025-10-03 18:35:00,VFR,31,15,210,10,17,NA,1019,METAR KSDA 031835Z AUTO 21010G17KT 10SM CLR 31/15 A3009 RMK AO2,2025-10-03T18:47:41Z,2025-10-03T14:47:41Z,Shenandoah Municipal Airport,40.7515983581543,-95.4136962890625,US,US-IA
KSDC,"Williamson-Sodus Arpt, NY, US",2025-10-03T17:55:00Z,2025-10-03 17:55:00,VFR,23,8,10,4,0,NA,1024.5,METAR KSDC 031755Z AUTO 01004KT 10SM CLR 23/08 A3025 RMK AO2,2025-10-03T18:06:18Z,2025-10-03T14:06:18Z,Williamson Sodus Airport,43.234573,-77.119403,US,US-NY
KSDC,"Williamson-Sodus Arpt, NY, US",2025-10-03T18:15:00Z,2025-10-03 18:15:00,VFR,23,8,50,5,0,NA,1024.1,METAR KSDC 031815Z AUTO 05005KT 10SM CLR 23/08 A3024 RMK AO2,2025-10-03T18:22:28Z,2025-10-03T14:22:28Z,Williamson Sodus Airport,43.234573,-77.119403,US,US-NY
KSDC,"Williamson-Sodus Arpt, NY, US",2025-10-03T18:35:00Z,2025-10-03 18:35:00,VFR,23,9,50,3,0,NA,1024.1,METAR KSDC 031835Z AUTO 05003KT 10SM CLR 23/09 A3024 RMK AO2,2025-10-03T18:47:41Z,2025-10-03T14:47:41Z,Williamson Sodus Airport,43.234573,-77.119403,US,US-NY
KSDC,"Williamson-Sodus Arpt, NY, US",2025-10-03T18:55:00Z,2025-10-03 18:55:00,VFR,23,9,360,3,0,NA,1024.1,METAR KSDC 031855Z AUTO 36003KT 10SM CLR 23/09 A3024 RMK AO2,2025-10-03T18:59:04Z,2025-10-03T14:59:04Z,Williamson Sodus Airport,43.234573,-77.119403,US,US-NY
KSDF,"Louisville Intl, KY, US",2025-10-03T17:56:00Z,2025-10-03 13:56:00,VFR,27.2,18.3,240,8,0,NA,1024.5,METAR KSDF 031756Z 24008KT 10SM FEW030 FEW065 BKN300 27/18 A3025 RMK AO2 SLP239 T02720183 10272 20167 58015,2025-10-03T18:06:18Z,2025-10-03T14:06:18Z,Louisville Muhammad Ali International Airport,38.1744,-85.736,US,US-KY
KSDL,"Scottsdale Muni, AZ, US",2025-10-03T17:53:00Z,2025-10-03 10:53:00,VFR,31.7,8.9,VAR,4,0,NA,1014,METAR KSDL 031753Z VRB04KT 10SM CLR 32/09 A2994 RMK AO2 SLP112 T03170089 10317 20228 58003,2025-10-03T18:06:18Z,2025-10-03T14:06:18Z,Scottsdale Airport,33.622898101807,-111.91100311279,US,US-AZ
KSDL,"Scottsdale Muni, AZ, US",2025-10-03T18:53:00Z,2025-10-03 11:53:00,VFR,32.2,9.4,110,5,0,NA,1013.3,METAR KSDL 031853Z 11005KT 10SM CLR 32/09 A2992 RMK AO2 SLP104 T03220094,2025-10-03T18:59:04Z,2025-10-03T14:59:04Z,Scottsdale Airport,33.622898101807,-111.91100311279,US,US-AZ
KSDM,"San Diego/Brown Fld, CA, US",2025-10-03T17:53:00Z,2025-10-03 10:53:00,VFR,23.9,14.4,280,7,0,NA,1016.7,METAR KSDM 031753Z 28007KT 10SM FEW022 24/14 A3002 RMK AO2 SLP161 T02390144 10244 20139 50003,2025-10-03T18:06:18Z,2025-10-03T14:06:18Z,Brown Field Municipal Airport,32.572639,-116.980019,US,US-CA
KSDM,"San Diego/Brown Fld, CA, US",2025-10-03T18:53:00Z,2025-10-03 11:53:00,VFR,24.4,15.6,280,8,0,NA,1016.7,METAR KSDM 031853Z 28008KT 10SM CLR 24/16 A3002 RMK AO2 SLP159 T02440156,2025-10-03T18:59:04Z,2025-10-03T14:59:04Z,Brown Field Municipal Airport,32.572639,-116.980019,US,US-CA
KSEA,"Seattle-Tacoma Intl, WA, US",2025-10-03T18:00:00Z,2025-10-03 11:00:00,LIFR,11.1,10.6,220,5,0,1,1021.8,SPECI KSEA 031800Z 22005KT 1SM R16L/P6000FT BR OVC001 11/11 A3017 RMK AO2 SFC VIS 5 T01110106,2025-10-03T18:06:18Z,2025-10-03T14:06:18Z,Seattle–Tacoma International Airport,47.447943,-122.310276,US,US-WA
KSEA,"Seattle-Tacoma Intl, WA, US",2025-10-03T18:11:00Z,2025-10-03 11:11:00,LIFR,11.1,10.6,210,4,0,1,1022.1,SPECI KSEA 031811Z 21004KT 1SM R16L/P6000FT OVC002 11/11 A3018 RMK AO2 SFC VIS 9 T01110106,2025-10-03T18:22:28Z,2025-10-03T14:22:28Z,Seattle–Tacoma International Airport,47.447943,-122.310276,US,US-WA
KSEA,"Seattle-Tacoma Intl, WA, US",2025-10-03T18:35:00Z,2025-10-03 11:35:00,LIFR,11.1,10.6,250,3,0,2.5,1021.8,SPECI KSEA 031835Z 25003KT 2 1/2SM OVC004 11/11 A3017 RMK AO2 SFC VIS 7 T01110106,2025-10-03T18:47:41Z,2025-10-03T14:47:41Z,Seattle–Tacoma International Airport,47.447943,-122.310276,US,US-WA
KSEA,"Seattle-Tacoma Intl, WA, US",2025-10-03T18:53:00Z,2025-10-03 11:53:00,LIFR,11.7,10.6,270,4,0,2.5,1022.1,METAR KSEA 031853Z 27004KT 2 1/2SM BKN004 BKN030 12/11 A3018 RMK AO2 SFC VIS 7 SLP226 T01170106,2025-10-03T18:59:04Z,2025-10-03T14:59:04Z,Seattle–Tacoma International Airport,47.447943,-122.310276,US,US-WA
KSEE,"San Diego/Gillespie Fld, CA, US",2025-10-03T17:59:00Z,2025-10-03 10:59:00,VFR,24,15,VAR,5,0,NA,1016.7,METAR KSEE 031759Z VRB05KT 10SM SKC 24/15 A3002,2025-10-03T18:06:18Z,2025-10-03T14:06:18Z,Gillespie Field,32.826198577881,-116.97200012207,US,US-CA
KSEE,"San Diego/Gillespie Fld, CA, US",2025-10-03T18:47:00Z,2025-10-03 11:47:00,VFR,24,15,0,0,0,NA,1016.3,METAR KSEE 031847Z 00000KT 10SM FEW025 24/15 A3001,2025-10-03T18:59:04Z,2025-10-03T14:59:04Z,Gillespie Field,32.826198577881,-116.97200012207,US,US-CA
KSEF,"Sebring Rgnl, FL, US",2025-10-03T17:55:00Z,2025-10-03 13:55:00,VFR,27.8,23.4,130,13,0,NA,1016.7,METAR KSEF 031755Z AUTO 13013KT 10SM SCT070 28/23 A3002 RMK AO2 T02780234 10309 20218,2025-10-03T18:06:18Z,2025-10-03T14:06:18Z,Sebring Regional Airport,27.45639992,-81.3423996,US,US-FL
KSEF,"Sebring Rgnl, FL, US",2025-10-03T18:15:00Z,2025-10-03 14:15:00,VFR,27.7,23.2,130,8,0,NA,1016.3,METAR KSEF 031815Z AUTO 13008KT 10SM CLR 28/23 A3001 RMK AO2 LTG DSNT SE T02770232,2025-10-03T18:22:28Z,2025-10-03T14:22:28Z,Sebring Regional Airport,27.45639992,-81.3423996,US,US-FL
KSEF,"Sebring Rgnl, FL, US",2025-10-03T18:35:00Z,2025-10-03 14:35:00,VFR,28.1,23.9,140,9,0,NA,1016,METAR KSEF 031835Z AUTO 14009KT 10SM CLR 28/24 A3000 RMK AO2 T02810239,2025-10-03T18:47:41Z,2025-10-03T14:47:41Z,Sebring Regional Airport,27.45639992,-81.3423996,US,US-FL
KSEF,"Sebring Rgnl, FL, US",2025-10-03T18:55:00Z,2025-10-03 14:55:00,MVFR,28,23.5,130,7,0,NA,1015.7,METAR KSEF 031855Z AUTO 13007KT 10SM SCT022 BKN030 BKN042 28/23 A2999 RMK AO2 T02800235,2025-10-03T18:59:04Z,2025-10-03T14:59:04Z,Sebring Regional Airport,27.45639992,-81.3423996,US,US-FL
KSEG,"Selinsgrove/Penn Valley Arpt, PA, US",2025-10-03T17:53:00Z,2025-10-03 13:53:00,VFR,21.7,10.6,VAR,5,0,NA,1026.5,METAR KSEG 031753Z AUTO VRB05KT 10SM CLR 22/11 A3031 RMK AO2 SLP262 T02170106 10222 20083 58026,2025-10-03T18:06:18Z,2025-10-03T14:06:18Z,Penn Valley Airport,40.820598602295,-76.863899230957,US,US-PA
KSEG,"Selinsgrove/Penn Valley Arpt, PA, US",2025-10-03T18:53:00Z,2025-10-03 14:53:00,VFR,22.8,11.1,140,8,0,NA,1025.5,METAR KSEG 031853Z AUTO 14008KT 10SM CLR 23/11 A3028 RMK AO2 SLP253 T02280111,2025-10-03T18:59:04Z,2025-10-03T14:59:04Z,Penn Valley Airport,40.820598602295,-76.863899230957,US,US-PA
KSEM,"Selma/Craig Fld, AL, US",2025-10-03T17:55:00Z,2025-10-03 12:55:00,VFR,27,15,0,0,17,NA,1022.4,METAR KSEM 031755Z AUTO 00000G17KT 10SM FEW055 27/15 A3019 RMK AO2,2025-10-03T18:06:18Z,2025-10-03T14:06:18Z,Craig Field,32.343898773193,-86.987800598145,US,US-AL
KSEM,"Selma/Craig Fld, AL, US",2025-10-03T18:35:00Z,2025-10-03 13:35:00,VFR,28,15,VAR,6,14,NA,1021.8,METAR KSEM 031835Z AUTO VRB06G14KT 10SM FEW045 28/15 A3017 RMK AO2,2025-10-03T18:47:41Z,2025-10-03T14:47:41Z,Craig Field,32.343898773193,-86.987800598145,US,US-AL
KSEP,"Stephenville/Clark Rgnl, TX, US",2025-10-03T17:55:00Z,2025-10-03 12:55:00,VFR,30.9,14.8,180,5,0,NA,1022.4,METAR KSEP 031755Z AUTO 18005KT 10SM CLR 31/15 A3019 RMK AO2 T03090148 10309 20187,2025-10-03T18:06:18Z,2025-10-03T14:06:18Z,Stephenville Clark Regional Airport,32.215302,-98.177696,US,US-TX
KSEP,"Stephenville/Clark Rgnl, TX, US",2025-10-03T18:15:00Z,2025-10-03 13:15:00,VFR,30.7,14.2,0,0,0,NA,1021.8,METAR KSEP 031815Z AUTO 00000KT 10SM CLR 31/14 A3017 RMK AO2 T03070142,2025-10-03T18:22:28Z,2025-10-03T14:22:28Z,Stephenville Clark Regional Airport,32.215302,-98.177696,US,US-TX
KSEP,"Stephenville/Clark Rgnl, TX, US",2025-10-03T18:35:00Z,2025-10-03 13:35:00,VFR,31.8,13.9,140,3,0,NA,1021.4,METAR KSEP 031835Z AUTO 14003KT 10SM BKN065 BKN075 32/14 A3016 RMK AO2 T03180139,2025-10-03T18:47:41Z,2025-10-03T14:47:41Z,Stephenville Clark Regional Airport,32.215302,-98.177696,US,US-TX
KSEP,"Stephenville/Clark Rgnl, TX, US",2025-10-03T18:55:00Z,2025-10-03 13:55:00,VFR,31.6,14,170,3,0,NA,1021.1,METAR KSEP 031855Z AUTO 17003KT 10SM BKN065 32/14 A3015 RMK AO2 T03160140,2025-10-03T18:59:04Z,2025-10-03T14:59:04Z,Stephenville Clark Regional Airport,32.215302,-98.177696,US,US-TX
KSEQ,"Seguin/Randolph AUX, TX, US",2025-10-03T17:55:00Z,2025-10-03 17:55:00,VFR,33,15.5,100,8,0,NA,1017.4,METAR KSEQ 031755Z AUTO 10008KT 10SM CLR 33/16 A3004 RMK AO2 SLP167 T03300155 10330 20191 58013,2025-10-03T18:06:18Z,2025-10-03T14:06:18Z,Randolph Air Force Base Auxiliary Airport,29.564499,-97.902517,US,US-TX
KSEQ,"Seguin/Randolph AUX, TX, US",2025-10-03T18:55:00Z,2025-10-03 18:55:00,VFR,34.1,15,80,3,0,9,1016.7,METAR KSEQ 031855Z AUTO 08003KT 9SM FEW075 34/15 A3002 RMK AO2 SLP160 T03410150,2025-10-03T18:59:04Z,2025-10-03T14:59:04Z,Randolph Air Force Base Auxiliary Airport,29.564499,-97.902517,US,US-TX
KSET,"St Charles/Smartt Arpt, MO, US",2025-10-03T17:54:00Z,2025-10-03 17:54:00,VFR,30,15.6,180,6,0,NA,1022.8,METAR KSET 031754Z AUTO 18006KT 10SM CLR 30/16 A3020 RMK AO2 SLP221 T03000156 10306 20161 58013,2025-10-03T18:06:18Z,2025-10-03T14:06:18Z,St Charles County Regional Airport/Smartt Field,38.929699,-90.43,US,US-MO
KSET,"St Charles/Smartt Arpt, MO, US",2025-10-03T18:54:00Z,2025-10-03 18:54:00,VFR,30.6,16.1,140,5,0,9,1021.8,METAR KSET 031854Z AUTO 14005KT 9SM SCT060 31/16 A3017 RMK AO2 SLP210 T03060161,2025-10-03T18:59:04Z,2025-10-03T14:59:04Z,St Charles County Regional Airport/Smartt Field,38.929699,-90.43,US,US-MO
KSEZ,"Sedona Arpt, AZ, US",2025-10-03T17:35:00Z,2025-10-03 10:35:00,VFR,27,7,160,8,16,NA,1020.4,METAR KSEZ 031735Z AUTO 16008G16KT 120V210 10SM SCT075 27/07 A3013 RMK AO2,2025-10-03T18:06:18Z,2025-10-03T14:06:18Z,Sedona Airport,34.848598480225,-111.78800201416,US,US-AZ
