icao,site,observed_utc,observed_local,flight_category,temp_c,dewpoint_c,wind_dir_deg,wind_kts,gust_kts,vis_sm,altimeter_hpa,raw_text,fetched_at_utc,fetched_at_local,site_name,site_lat,site_lon,country,region
CYAM,"Sault Ste Marie Arpt, ON, CA",2025-11-17T03:00:00Z,2025-11-16 22:00:00,VFR,2,-7,320,18,24,8,1007.9,METAR CYAM 170300Z 32018G24KT 8SM -SHSN FEW021 SCT042 BKN075 02/M07 A2976 RMK CU1SC3AC2 VIS SW 4 SLP089,2025-11-17T03:33:02Z,2025-11-16T22:33:02Z,Sault Ste Marie Airport,46.483216,-84.508467,CA,CA-ON
CYAM,"Sault Ste Marie Arpt, ON, CA",2025-11-17T04:00:00Z,2025-11-16 23:00:00,MVFR,1,-3,320,23,29,3,1008.2,METAR CYAM 170400Z 32023G29KT 3SM -SHSN FEW009 BKN012 BKN031 OVC055 01/M03 A2977 RMK SF2CU3SC2SC1 SLP093,2025-11-17T04:08:32Z,2025-11-16T23:08:32Z,Sault Ste Marie Airport,46.483216,-84.508467,CA,CA-ON
CYAT,"Attawapisket Arpt, ON, CA",2025-11-17T02:14:00Z,2025-11-16 21:14:00,MVFR,-4,-5,310,14,24,3,1002.8,SPECI CYAT 170214Z AUTO 31014G24KT 3SM -SN OVC014 M04/M05 A2961 RMK ICE SLP029,2025-11-17T02:16:11Z,2025-11-16T21:16:11Z,Attawapiskat Airport,52.927502,-82.4319,CA,CA-ON
CYAT,"Attawapisket Arpt, ON, CA",2025-11-17T03:19:00Z,2025-11-16 22:19:00,MVFR,-4,-5,310,16,23,9,1003.1,SPECI CYAT 170319Z AUTO 31016G23KT 9SM -SN OVC016 M04/M05 A2962 RMK SLP032,2025-11-17T03:33:02Z,2025-11-16T22:33:02Z,Attawapiskat Airport,52.927502,-82.4319,CA,CA-ON
CYAT,"Attawapisket Arpt, ON, CA",2025-11-17T04:00:00Z,2025-11-16 23:00:00,MVFR,-4,-5,310,18,24,9,1003.1,METAR CYAT 170400Z AUTO 31018G24KT 9SM -SN OVC014 M04/M05 A2962 RMK SLP035,2025-11-17T04:08:32Z,2025-11-16T23:08:32Z,Attawapiskat Airport,52.927502,-82.4319,CA,CA-ON
CYAY,"St Anthony Arpt, NL, CA",2025-11-17T02:00:00Z,2025-11-16 22:30:00,VFR,2,2,90,10,0,9,1002.8,METAR CYAY 170200Z AUTO 09010KT 9SM SCT028 SCT180 BKN220 OVC240 02/02 A2961 RMK SLP032,2025-11-17T02:16:11Z,2025-11-16T21:16:11Z,St. Anthony Airport,51.391909,-56.08321,CA,CA-NL
CYAY,"St Anthony Arpt, NL, CA",2025-11-17T03:00:00Z,2025-11-16 23:30:00,MVFR,3,2,80,11,0,9,1001.8,METAR CYAY 170300Z AUTO 08011KT 9SM OVC026 03/02 A2958 RMK SLP021,2025-11-17T03:33:02Z,2025-11-16T22:33:02Z,St. Anthony Airport,51.391909,-56.08321,CA,CA-NL
CYAY,"St Anthony Arpt, NL, CA",2025-11-17T04:00:00Z,2025-11-17 00:30:00,VFR,3,2,90,13,0,9,1000.8,METAR CYAY 170400Z AUTO 09013KT 9SM SCT026 BKN130 03/02 A2955 RMK SLP012,2025-11-17T04:08:32Z,2025-11-16T23:08:32Z,St. Anthony Airport,51.391909,-56.08321,CA,CA-NL
CYAZ,"Tofino Arpt, BC, CA",2025-11-17T01:00:00Z,2025-11-16 17:00:00,VFR,9,8,300,8,0,15,998.4,METAR CYAZ 170100Z 30008KT 15SM -RA SCT007 BKN066 09/08 A2948 RMK SF3AC4 LAST STFD OBS/NXT 171500Z SLP985,2025-11-17T02:16:11Z,2025-11-16T21:16:11Z,Tofino / Long Beach Airport,49.079833,-125.775583,CA,CA-BC
CYBC,"Baie Comeau Arpt, QC, CA",2025-11-17T02:00:00Z,2025-11-16 21:00:00,MVFR,2,0,50,12,17,9,988.2,METAR CYBC 170200Z AUTO 05012G17KT 9SM -RA BKN017 OVC042 02/M00 A2918 RMK SLP884,2025-11-17T02:16:11Z,2025-11-16T21:16:11Z,Baie-Comeau Airport,49.1325,-68.204399,CA,CA-QC
CYBC,"Baie Comeau Arpt, QC, CA",2025-11-17T03:00:00Z,2025-11-16 22:00:00,MVFR,2,0,60,14,21,9,987.9,METAR CYBC 170300Z AUTO 06014G21KT 9SM -RA OVC015 02/00 A2917 RMK SLP880,2025-11-17T03:33:02Z,2025-11-16T22:33:02Z,Baie-Comeau Airport,49.1325,-68.204399,CA,CA-QC
CYBC,"Baie Comeau Arpt, QC, CA",2025-11-17T04:00:00Z,2025-11-16 23:00:00,MVFR,3,0,50,10,16,9,987.2,METAR CYBC 170400Z AUTO 05010G16KT 9SM -RA OVC018 03/00 A2915 RMK SLP876,2025-11-17T04:08:32Z,2025-11-16T23:08:32Z,Baie-Comeau Airport,49.1325,-68.204399,CA,CA-QC
CYBD,"Bella Coola Arpt, BC, CA",2025-11-17T01:00:00Z,2025-11-16 17:00:00,MVFR,6,5,290,9,0,5,997.4,METAR CYBD 170100Z 29009KT 240V310 5SM -RA BR OVC032 06/05 A2945 RMK SC8 LAST STFD OBS/NXT 171500Z/ SLP976,2025-11-17T02:16:13Z,2025-11-16T21:16:13Z,Bella Coola Airport,52.387501,-126.596001,CA,CA-BC
CYBG,"Bagotville, QC, CA",2025-11-17T02:00:00Z,2025-11-16 21:00:00,IFR,-4,-5,270,8,0,1.5,988.6,METAR CYBG 170200Z 27008KT 1 1/2SM -SN BKN007 OVC032 M04/M05 A2919 RMK ST6SC2 DENSITY ALT -879FT VIS VRB 1-2 CIG VRB 5-9 /S01/ SLP895,2025-11-17T02:16:13Z,2025-11-16T21:16:13Z,CFB Bagotville / Saguenay-Bagotville Airport,48.331908,-70.992909,CA,CA-QC
CYBG,"Bagotville, QC, CA",2025-11-17T03:00:00Z,2025-11-16 22:00:00,IFR,-4,-4,270,8,0,1.5,988.6,METAR CYBG 170300Z 27008KT 1 1/2SM -SN BKN006 OVC030 M04/M04 A2919 RMK ST5SC3 DENSITY ALT -825FT VIS VRB 1-2 /S02/ SLP896,2025-11-17T03:33:04Z,2025-11-16T22:33:04Z,CFB Bagotville / Saguenay-Bagotville Airport,48.331908,-70.992909,CA,CA-QC
CYBG,"Bagotville, QC, CA",2025-11-17T04:00:00Z,2025-11-16 23:00:00,IFR,-4,-4,270,9,0,1.5,988.6,METAR CYBG 170400Z 27009KT 1 1/2SM -SN BKN006 OVC030 M04/M04 A2919 RMK ST5SC3 DENSITY ALT -784FT VIS VRB 1-2 CIG VRB 4-8 SLP895,2025-11-17T04:08:33Z,2025-11-16T23:08:33Z,CFB Bagotville / Saguenay-Bagotville Airport,48.331908,-70.992909,CA,CA-QC
CYBK,"Baker Lake Arpt, NU, CA",2025-11-17T02:00:00Z,2025-11-16 20:00:00,IFR,-1,-2,60,6,0,15,1014,METAR CYBK 170200Z 06006KT 15SM -SN OVC006 M01/M02 A2994 RMK SC8 SLP144,2025-11-17T02:16:13Z,2025-11-16T21:16:13Z,Baker Lake Airport,64.29889678960001,-96.077796936,CA,CA-NU
CYBK,"Baker Lake Arpt, NU, CA",2025-11-17T02:51:00Z,2025-11-16 20:51:00,IFR,-1,-2,50,4,0,15,1014.6,SPECI CYBK 170251Z 05004KT 15SM -SN BKN006 BKN017 M01/M02 A2996 RMK SC6SC1 LAST OBS NEXT AT 1440Z SLP148,2025-11-17T03:33:04Z,2025-11-16T22:33:04Z,Baker Lake Airport,64.29889678960001,-96.077796936,CA,CA-NU
CYBL,"Campbell River Arpt, BC, CA",2025-11-17T02:00:00Z,2025-11-16 18:00:00,LIFR,10,10,140,5,0,5,997.4,METAR CYBL 170200Z 14005KT 5SM -RA BR OVC004 10/10 A2945 RMK SC8 SLP978,2025-11-17T02:16:13Z,2025-11-16T21:16:13Z,Campbell River Airport,49.950802,-125.271004,CA,CA-BC
CYBL,"Campbell River Arpt, BC, CA",2025-11-17T03:00:00Z,2025-11-16 19:00:00,LIFR,10,10,0,0,0,3,997.7,METAR CYBL 170300Z 00000KT 3SM -RA BR OVC003 10/10 A2946 RMK SC8 SLP980,2025-11-17T03:33:04Z,2025-11-16T22:33:04Z,Campbell River Airport,49.950802,-125.271004,CA,CA-BC
CYBL,"Campbell River Arpt, BC, CA",2025-11-17T04:00:00Z,2025-11-16 20:00:00,LIFR,7,7,310,12,18,3,999.1,METAR CYBL 170400Z 31012G18KT 3SM -RA BR BKN003 BKN010 OVC022 07/07 A2950 RMK SF5ST1SC2 SLP994,2025-11-17T04:08:34Z,2025-11-16T23:08:34Z,Campbell River Airport,49.950802,-125.271004,CA,CA-BC
CYBQ,"Tadoule Lake Arpt, MB, CA",2025-11-17T02:00:00Z,2025-11-16 20:00:00,MVFR,-12,-14,300,7,17,9,1015,METAR CYBQ 170200Z AUTO 30007G17KT 270V340 9SM -SN OVC015 M12/M14 A2997 RMK ICE SLP178,2025-11-17T02:16:13Z,2025-11-16T21:16:13Z,Tadoule Lake Airport,58.706308,-98.511057,CA,CA-MB
CYBQ,"Tadoule Lake Arpt, MB, CA",2025-11-17T03:19:00Z,2025-11-16 21:19:00,MVFR,-13,-15,310,10,18,9,1015.3,SPECI CYBQ 170319Z AUTO 31010G18KT 290V360 9SM -SN OVC015 M13/M15 A2998 RMK ICE SLP184,2025-11-17T03:33:04Z,2025-11-16T22:33:04Z,Tadoule Lake Airport,58.706308,-98.511057,CA,CA-MB
CYBQ,"Tadoule Lake Arpt, MB, CA",2025-11-17T04:00:00Z,2025-11-16 22:00:00,MVFR,-13,-15,320,5,0,9,1015.7,METAR CYBQ 170400Z AUTO 32005KT 9SM -SN OVC011 M13/M15 A2999 RMK ICE SLP187,2025-11-17T04:08:34Z,2025-11-16T23:08:34Z,Tadoule Lake Airport,58.706308,-98.511057,CA,CA-MB
CYBR,"Brandon Arpt, MB, CA",2025-11-17T02:00:00Z,2025-11-16 20:00:00,VFR,-3,-6,80,8,0,15,1014.6,METAR CYBR 170200Z 08008KT 15SM SKC M03/M06 A2996 RMK SLP180,2025-11-17T02:16:13Z,2025-11-16T21:16:13Z,Brandon Municipal Airport,49.91,-99.951897,CA,CA-MB
CYBR,"Brandon Arpt, MB, CA",2025-11-17T03:00:00Z,2025-11-16 21:00:00,VFR,-4,-7,70,6,0,15,1015,METAR CYBR 170300Z 07006KT 15SM SKC M04/M07 A2997 RMK SLP180,2025-11-17T03:33:04Z,2025-11-16T22:33:04Z,Brandon Municipal Airport,49.91,-99.951897,CA,CA-MB
CYBR,"Brandon Arpt, MB, CA",2025-11-17T04:00:00Z,2025-11-16 22:00:00,VFR,-5,-8,70,7,0,15,1015.3,METAR CYBR 170400Z 07007KT 15SM FEW040 FEW220 M05/M08 A2998 RMK SC1CI1 LAST STFD OBS/NEXT 171300Z SLP181,2025-11-17T04:08:33Z,2025-11-16T23:08:33Z,Brandon Municipal Airport,49.91,-99.951897,CA,CA-MB
CYBU,"Nipawin, SK, CA",2025-11-17T02:00:00Z,2025-11-17 02:00:00,MVFR,-1,-6,70,6,0,9,1014,METAR CYBU 170200Z AUTO 07006KT 9SM OVC018 M01/M06 A2994 RMK SLP164,2025-11-17T02:16:13Z,2025-11-16T21:16:13Z,Nipawin Airport,53.33250045776367,-104.00800323486328,CA,CA-SK
CYBU,"Nipawin, SK, CA",2025-11-17T03:00:00Z,2025-11-17 03:00:00,VFR,-2,-5,90,5,0,9,1014.6,METAR CYBU 170300Z AUTO 09005KT 9SM SCT022 OVC200 M02/M05 A2996 RMK SLP169,2025-11-17T03:33:04Z,2025-11-16T22:33:04Z,Nipawin Airport,53.33250045776367,-104.00800323486328,CA,CA-SK
CYBU,"Nipawin, SK, CA",2025-11-17T04:00:00Z,2025-11-17 04:00:00,MVFR,-4,-6,70,4,0,9,1014.6,METAR CYBU 170400Z AUTO 07004KT 9SM BKN012 OVC200 M04/M06 A2996 RMK SLP171,2025-11-17T04:08:34Z,2025-11-16T23:08:34Z,Nipawin Airport,53.33250045776367,-104.00800323486328,CA,CA-SK
CYBW,"Calgary/Springbank Arpt, AB, CA",2025-11-17T02:00:00Z,2025-11-17 02:00:00,VFR,1,-2,VAR,2,0,9,999.7,METAR CYBW 170200Z AUTO VRB02KT 9SM OVC170 01/M02 A2952 RMK SLP041,2025-11-17T02:16:13Z,2025-11-16T21:16:13Z,Calgary / Springbank Airport,51.1031,-114.374001,CA,CA-AB
CYBW,"Calgary/Springbank Arpt, AB, CA",2025-11-17T03:00:00Z,2025-11-17 03:00:00,VFR,2,-1,20,2,0,9,999.4,METAR CYBW 170300Z AUTO 02002KT 9SM BKN140 OVC160 02/M01 A2951 RMK SLP035,2025-11-17T03:33:04Z,2025-11-16T22:33:04Z,Calgary / Springbank Airport,51.1031,-114.374001,CA,CA-AB
CYBW,"Calgary/Springbank Arpt, AB, CA",2025-11-17T04:00:00Z,2025-11-17 04:00:00,VFR,2,-1,350,3,0,9,999.4,METAR CYBW 170400Z AUTO 35003KT 260V010 9SM OVC150 02/M01 A2951 RMK SLP035,2025-11-17T04:08:33Z,2025-11-16T23:08:33Z,Calgary / Springbank Airport,51.1031,-114.374001,CA,CA-AB
CYBX,"Blanc Sablon Arpt, QC, CA",2025-11-17T02:00:00Z,2025-11-16 22:00:00,VFR,2,1,90,9,0,15,1002.1,METAR CYBX 170200Z 09009KT 15SM SCT033 OVC170 02/01 A2959 RMK SC4AC4 SLP024,2025-11-17T02:16:13Z,2025-11-16T21:16:13Z,Lourdes-de-Blanc-Sablon Airport,51.443600000000004,-57.185299,CA,CA-QC
CYBX,"Blanc Sablon Arpt, QC, CA",2025-11-17T03:00:00Z,2025-11-16 23:00:00,MVFR,3,1,80,17,0,15,1000.8,METAR CYBX 170300Z 08017KT 15SM OVC028 03/01 A2955 RMK SC8 SLP011,2025-11-17T03:33:04Z,2025-11-16T22:33:04Z,Lourdes-de-Blanc-Sablon Airport,51.443600000000004,-57.185299,CA,CA-QC
CYBX,"Blanc Sablon Arpt, QC, CA",2025-11-17T04:00:00Z,2025-11-17 00:00:00,MVFR,3,1,80,17,0,15,999.7,METAR CYBX 170400Z 08017KT 15SM BKN026 03/01 A2952 RMK SC5 SLP999,2025-11-17T04:08:34Z,2025-11-16T23:08:34Z,Lourdes-de-Blanc-Sablon Airport,51.443600000000004,-57.185299,CA,CA-QC
CYCA,"Cartwright Arpt, NL, CA",2025-11-17T02:00:00Z,2025-11-16 22:00:00,MVFR,2,1,VAR,2,0,9,1004.5,METAR CYCA 170200Z AUTO VRB02KT 9SM OVC011 02/01 A2966 RMK SLP045,2025-11-17T02:16:13Z,2025-11-16T21:16:13Z,Cartwright Airport,53.682501,-57.042303,CA,CA-NL
CYCA,"Cartwright Arpt, NL, CA",2025-11-17T03:00:00Z,2025-11-16 23:00:00,MVFR,2,1,VAR,2,0,9,1004.1,METAR CYCA 170300Z AUTO VRB02KT 9SM OVC011 02/01 A2965 RMK SLP043,2025-11-17T03:33:04Z,2025-11-16T22:33:04Z,Cartwright Airport,53.682501,-57.042303,CA,CA-NL
CYCA,"Cartwright Arpt, NL, CA",2025-11-17T04:00:00Z,2025-11-17 00:00:00,MVFR,2,0,VAR,2,0,9,1003.8,METAR CYCA 170400Z AUTO VRB02KT 9SM OVC015 02/00 A2964 RMK SLP041,2025-11-17T04:08:34Z,2025-11-16T23:08:34Z,Cartwright Airport,53.682501,-57.042303,CA,CA-NL
CYCB,"Cambridge Bay Arpt, NU, CA",2025-11-17T02:00:00Z,2025-11-16 19:00:00,MVFR,-8,-8,270,15,0,4,1014,METAR CYCB 170200Z 27015KT 4SM -SN DRSN FEW005 OVC017 M08/M08 A2994 RMK SF2SC6 SLP145,2025-11-17T02:16:13Z,2025-11-16T21:16:13Z,Cambridge Bay Airport,69.1081008911,-105.138000488,CA,CA-NU
CYCB,"Cambridge Bay Arpt, NU, CA",2025-11-17T03:00:00Z,2025-11-16 20:00:00,MVFR,-8,-9,270,17,0,4,1014.6,METAR CYCB 170300Z 27017KT 4SM -SN DRSN FEW005 OVC021 M08/M09 A2996 RMK SF2SC6 SLP150,2025-11-17T03:33:04Z,2025-11-16T22:33:04Z,Cambridge Bay Airport,69.1081008911,-105.138000488,CA,CA-NU
CYCB,"Cambridge Bay Arpt, NU, CA",2025-11-17T04:00:00Z,2025-11-16 21:00:00,MVFR,-9,-9,270,15,0,12,1015.3,METAR CYCB 170400Z 27015KT 12SM -SN DRSN SCT006 OVC022 M09/M09 A2998 RMK SF3SC5 SLP159,2025-11-17T04:08:34Z,2025-11-16T23:08:34Z,Cambridge Bay Airport,69.1081008911,-105.138000488,CA,CA-NU
CYCD,"Nanaimo Arpt, BC, CA",2025-11-17T02:00:00Z,2025-11-16 18:00:00,IFR,11,10,70,3,0,6,998.7,METAR CYCD 170200Z 07003KT 6SM BR BKN006 OVC045 11/10 A2949 RMK SF6SC2 SLP989,2025-11-17T02:16:13Z,2025-11-16T21:16:13Z,Nanaimo Airport,49.05497,-123.869863,CA,CA-BC
CYCD,"Nanaimo Arpt, BC, CA",2025-11-17T03:00:00Z,2025-11-16 19:00:00,IFR,10,10,80,5,0,6,999.1,METAR CYCD 170300Z 08005KT 6SM BR BKN008 OVC070 10/10 A2950 RMK SC6AC2 SLP993,2025-11-17T03:33:04Z,2025-11-16T22:33:04Z,Nanaimo Airport,49.05497,-123.869863,CA,CA-BC
CYCD,"Nanaimo Arpt, BC, CA",2025-11-17T04:00:00Z,2025-11-16 20:00:00,MVFR,10,10,VAR,2,0,6,999.1,METAR CYCD 170400Z VRB02KT 6SM -RA BR SCT008 BKN018 OVC073 10/10 A2950 RMK SF4SC3AC1 SLP993,2025-11-17T04:08:33Z,2025-11-16T23:08:33Z,Nanaimo Airport,49.05497,-123.869863,CA,CA-BC
CYCG,"Castlegar Rgnl, BC, CA",2025-11-17T01:00:00Z,2025-11-16 17:00:00,MVFR,7,6,340,9,0,5,1003.1,METAR CYCG 170100Z 34009KT 5SM BR SCT006 BKN018 OVC045 07/06 A2962 RMK CF3SC4SC1 LAST STFD OBS/NXT 171400Z SLP041,2025-11-17T02:16:13Z,2025-11-16T21:16:13Z,Castlegar/West Kootenay Regional Airport,49.296398,-117.632004,CA,CA-BC
CYCK,"Chatham/Kent Arpt, ON, CA",2025-11-17T02:00:00Z,2025-11-16 21:00:00,VFR,4,-5,320,12,19,9,1009.2,METAR CYCK 170200Z AUTO 32012G19KT 9SM OVC066 04/M05 A2980 RMK SLP097,2025-11-17T02:16:13Z,2025-11-16T21:16:13Z,Chatham Kent Airport,42.3064002991,-82.0819015503,CA,CA-ON
CYCK,"Chatham/Kent Arpt, ON, CA",2025-11-17T03:00:00Z,2025-11-16 22:00:00,VFR,3,-5,320,10,15,9,1009.2,METAR CYCK 170300Z AUTO 32010G15KT 9SM OVC066 03/M05 A2980 RMK SLP099,2025-11-17T03:33:04Z,2025-11-16T22:33:04Z,Chatham Kent Airport,42.3064002991,-82.0819015503,CA,CA-ON
CYCK,"Chatham/Kent Arpt, ON, CA",2025-11-17T04:00:00Z,2025-11-16 23:00:00,VFR,3,-5,320,9,0,9,1009.6,METAR CYCK 170400Z AUTO 32009KT 9SM OVC071 03/M05 A2981 RMK SLP101,2025-11-17T04:08:34Z,2025-11-16T23:08:34Z,Chatham Kent Airport,42.3064002991,-82.0819015503,CA,CA-ON
CYCO,"Coppermine/Kugluktuk Arpt, NU, CA",2025-11-17T02:00:00Z,2025-11-16 19:00:00,MVFR,-16,-19,190,3,0,15,1018.7,METAR CYCO 170200Z 19003KT 130V240 15SM -SN OVC026 M16/M19 A3008 RMK SC8 SLP190,2025-11-17T02:16:13Z,2025-11-16T21:16:13Z,Kugluktuk Airport,67.816408,-115.14307,CA,CA-NU
CYCO,"Coppermine/Kugluktuk Arpt, NU, CA",2025-11-17T03:00:00Z,2025-11-16 20:00:00,MVFR,-16,-19,VAR,2,0,15,1018.7,METAR CYCO 170300Z VRB02KT 15SM FEW012 OVC027 M16/M19 A3008 RMK ST2SC6 SLP190,2025-11-17T03:33:04Z,2025-11-16T22:33:04Z,Kugluktuk Airport,67.816408,-115.14307,CA,CA-NU
CYCO,"Coppermine/Kugluktuk Arpt, NU, CA",2025-11-17T04:00:00Z,2025-11-16 21:00:00,MVFR,-15,-18,190,3,0,15,1018.7,METAR CYCO 170400Z 19003KT 180V260 15SM OVC024 M15/M18 A3008 RMK SC8 SLP192,2025-11-17T04:08:34Z,2025-11-16T23:08:34Z,Kugluktuk Airport,67.816408,-115.14307,CA,CA-NU
CYCY,"Cylde River Arpt, NU, CA",2025-11-17T02:00:00Z,2025-11-16 21:00:00,MVFR,-5,-8,VAR,2,0,9,1032.3,METAR CYCY 170200Z AUTO VRB02KT 9SM OVC016 M05/M08 A3048 RMK SLP325,2025-11-17T02:16:13Z,2025-11-16T21:16:13Z,Clyde River Airport,70.486099,-68.516701,CA,CA-NU
CYCY,"Cylde River Arpt, NU, CA",2025-11-17T03:00:00Z,2025-11-16 22:00:00,MVFR,-5,-7,190,3,0,9,1031.9,METAR CYCY 170300Z AUTO 19003KT 120V220 9SM OVC016 M05/M07 A3047 RMK SLP323,2025-11-17T03:33:04Z,2025-11-16T22:33:04Z,Clyde River Airport,70.486099,-68.516701,CA,CA-NU
CYCY,"Cylde River Arpt, NU, CA",2025-11-17T04:00:00Z,2025-11-16 23:00:00,MVFR,-5,-8,300,6,0,9,1031.9,METAR CYCY 170400Z AUTO 30006KT 9SM OVC016 M05/M08 A3047 RMK SLP323,2025-11-17T04:08:34Z,2025-11-16T23:08:34Z,Clyde River Airport,70.486099,-68.516701,CA,CA-NU
CYDB,"Burwash Arpt, YT, CA",2025-11-17T02:01:00Z,2025-11-16 19:01:00,MVFR,-13,-15,0,0,0,9,997.7,SPECI CYDB 170201Z AUTO 00000KT 9SM OVC018 M13/M15 A2946 RMK SLP043,2025-11-17T02:16:12Z,2025-11-16T21:16:12Z,Burwash Airport,61.371101,-139.041,CA,CA-YT
CYDB,"Burwash Arpt, YT, CA",2025-11-17T03:00:00Z,2025-11-16 20:00:00,MVFR,-13,-15,0,0,0,9,997.7,METAR CYDB 170300Z AUTO 00000KT 9SM OVC012 M13/M15 A2946 RMK SLP042,2025-11-17T03:33:04Z,2025-11-16T22:33:04Z,Burwash Airport,61.371101,-139.041,CA,CA-YT
CYDB,"Burwash Arpt, YT, CA",2025-11-17T04:00:00Z,2025-11-16 21:00:00,MVFR,-13,-15,0,0,0,9,997.4,METAR CYDB 170400Z AUTO 00000KT 9SM OVC014 M13/M15 A2945 RMK SLP038,2025-11-17T04:08:33Z,2025-11-16T23:08:33Z,Burwash Airport,61.371101,-139.041,CA,CA-YT
CYDC,"Princeton Arpt, BC, CA",2025-11-17T01:00:00Z,2025-11-17 01:00:00,MVFR,6,5,0,0,0,20,1000.4,METAR CYDC 170100Z 00000KT 20SM FEW008 BKN010 OVC050 06/05 A2954 RMK ST1ST5SC2 LAST STFD OBS/NEXT 17 1500Z SLP016,2025-11-17T02:16:13Z,2025-11-16T21:16:13Z,Princeton Airport,49.468102,-120.511002,CA,CA-BC
CYDF,"Deer Lake Arpt, NL, CA",2025-11-17T02:06:00Z,2025-11-16 22:36:00,MVFR,4,2,60,10,0,12,998.1,SPECI CYDF 170206Z 06010KT 12SM -RA OVC026 04/02 A2947 RMK SC8 SLP983,2025-11-17T02:16:12Z,2025-11-16T21:16:12Z,Deer Lake Airport,49.2108,-57.391399,CA,CA-NL
