[2025-09-11 16:55:49 EDT] Cleaned METARs — input: 183380 rows, kept: 59093 rows, dropped: 124287 rows, enriched: 59093 rows
[2025-09-11 17:01:43 EDT] Cleaned METARs — input: 184492 rows, kept: 59757 rows, dropped: 124735 rows, enriched: 59757 rows
[2025-09-11 17:17:38 EDT] Cleaned METARs — input: 185602 rows, kept: 59981 rows, dropped: 125621 rows, enriched: 59981 rows
[2025-09-11 17:28:03 EDT] Cleaned METARs — input: 186702 rows, kept: 60042 rows, dropped: 126660 rows, enriched: 60042 rows
[2025-09-11 17:34:49 EDT] Cleaned METARs — input: 187727 rows, kept: 60048 rows, dropped: 127679 rows, enriched: 60048 rows
[2025-09-11 17:41:12 EDT] Cleaned METARs — input: 188753 rows, kept: 60053 rows, dropped: 128700 rows, enriched: 60053 rows
[2025-09-11 17:46:20 EDT] Cleaned METARs — input: 189779 rows, kept: 60054 rows, dropped: 129725 rows, enriched: 60054 rows
[2025-09-11 17:52:11 EDT] Cleaned METARs — input: 190804 rows, kept: 60054 rows, dropped: 130750 rows, enriched: 60054 rows
[2025-09-11 17:57:31 EDT] Cleaned METARs — input: 191828 rows, kept: 60089 rows, dropped: 131739 rows, enriched: 60089 rows
[2025-09-11 18:10:54 EDT] Cleaned METARs — input: 192852 rows, kept: 60110 rows, dropped: 132742 rows, enriched: 60110 rows
